# Dataset A, B, C
8.4773,   15.0488,   4.4453
8.3115,   8.1563,   1.2175
8.3312,   7.5971,   9.4463
7.6864,   11.1146,   -0.0676
4.8227,   10.3928,   3.5629
9.5573,   7.1387,   -0.7104
9.7847,   7.2349,   3.4764
8.4793,   8.4963,   2.0888
9.4992,   5.5456,   5.3369
7.9529,   6.4702,   2.7643
8.5940,   6.6530,   -5.6109
8.7625,   10.4412,   -2.2722
12.2437,   4.9109,   -0.8797
8.0742,   5.9470,   1.4826
9.7334,   10.0278,   3.4528
6.2331,   11.2895,   3.1968
9.0704,   5.3005,   -0.1153
6.1226,   7.3238,   -0.2236
11.2351,   9.7931,   4.8646
6.5272,   3.2550,   7.1059
5.4755,   4.8993,   3.5401
8.2405,   10.3497,   -1.1193
4.8277,   9.4102,   -3.6528
9.5590,   9.5489,   -5.7077
6.1271,   7.7279,   3.7737
9.7769,   10.4606,   1.2122
6.2933,   9.2833,   3.4046
5.9571,   7.0453,   4.4195
6.2418,   6.6680,   2.6021
8.6385,   5.5282,   -1.9831
4.4905,   9.0881,   0.7110
12.7402,   9.5282,   -1.1053
12.1008,   5.8032,   4.3093
5.5647,   7.2347,   1.9819
6.6176,   9.6231,   -0.8145
8.0920,   8.0203,   0.6248
8.5687,   10.8887,   3.9193
9.0574,   9.7837,   2.9246
6.1062,   9.3520,   7.4930
9.3534,   12.1752,   3.0902
10.8807,   10.8272,   -2.6086
6.1579,   6.1959,   5.0553
9.2521,   8.9881,   2.4508
7.8657,   5.3248,   -0.4687
3.6034,   7.3707,   1.3320
5.3149,   4.2222,   4.3223
7.7658,   7.0848,   5.4603
8.4956,   8.8733,   -3.7216
5.1748,   8.4252,   0.0950
7.8852,   5.5091,   2.7134
5.0493,   8.7528,   3.6386
4.2292,   10.1427,   2.3992
9.9098,   9.3318,   6.0589
7.8391,   7.0314,   -0.8341
8.2541,   8.9483,   0.0284
7.8006,   9.4716,   -1.6227
8.8444,   9.0586,   -0.6599
7.3302,   8.2879,   2.9052
7.6457,   6.8146,   0.5588
7.3194,   8.8588,   0.4520
5.3813,   8.1084,   -0.8609
6.4304,   6.8482,   1.0854
9.7892,   4.1089,   -0.9607
5.7179,   5.2050,   10.6003
8.3718,   8.6777,   -1.1281
8.2891,   9.1405,   3.0784
7.0990,   7.8389,   3.1463
7.5536,   7.4137,   0.1762
8.3073,   7.9782,   6.2690
9.4054,   6.8411,   2.0783
9.0496,   4.9746,   -0.2845
9.7770,   5.3915,   -2.7179
5.4030,   10.4058,   -2.1302
5.6997,   10.4538,   6.1439
8.7383,   6.3044,   -0.8786
10.0323,   7.9378,   0.5306
4.9910,   8.7923,   2.8169
6.8557,   6.0382,   2.7266
10.1955,   8.0516,   0.2151
6.7051,   2.9150,   -0.7892
5.9113,   8.6266,   -2.9508
7.3781,   8.1467,   4.0832
6.5372,   6.2313,   4.6646
7.5590,   8.7982,   0.4191
8.0616,   9.4366,   3.9490
13.0171,   8.2480,   6.3104
8.3567,   7.1668,   6.3916
10.3627,   6.6023,   -0.7356
7.8178,   8.8125,   -0.6127
9.2881,   7.0880,   7.9317
5.6854,   8.0990,   -4.5915
8.2910,   8.5719,   4.8523
8.8250,   8.2422,   0.7861
7.9048,   8.6340,   -1.5711
7.8828,   10.3213,   4.7191
7.7874,   9.5825,   1.5108
6.7220,   8.9628,   4.3903
8.8409,   8.9166,   6.6858
10.6365,   5.9591,   2.5240
10.1792,   5.0891,   4.4584
9.2379,   4.3983,   3.2103
10.7904,   6.8307,   4.9140
4.5479,   10.5317,   1.1113
8.3490,   9.8862,   4.3408
7.0645,   7.0094,   -0.3935
8.1229,   5.3560,   5.5802
8.7139,   11.7622,   3.4077
8.3724,   10.0842,   -4.2879
8.8695,   6.9253,   0.9512
10.5421,   7.9474,   1.9434
8.4502,   3.8486,   2.1231
9.0044,   8.5038,   1.9252
5.6795,   9.5239,   -2.8484
7.3387,   7.6478,   3.7463
11.4178,   7.6234,   1.0235
8.9290,   6.2976,   2.9105
7.1376,   6.8464,   1.2450
9.0157,   4.3601,   4.5219
11.1495,   8.8352,   5.3298
3.9237,   8.5863,   0.3535
8.2481,   10.3058,   1.4670
9.6577,   8.1266,   5.3537
8.4925,   5.4235,   3.4314
11.5680,   7.7334,   8.7653
7.8144,   7.7685,   2.1529
4.6144,   7.1210,   3.7555
7.6356,   10.4326,   5.2996
3.7712,   8.7778,   -5.8286
4.1176,   10.1835,   3.3272
9.2190,   6.2538,   2.1259
9.8369,   9.4642,   4.7568
5.2960,   9.4902,   -0.1009
6.5298,   5.6213,   3.8652
7.5034,   5.0754,   7.0934
6.3576,   4.9867,   -1.1234
10.6535,   7.3534,   1.3087
4.6926,   6.3473,   7.4512
6.9859,   6.6049,   5.8741
10.2584,   8.9251,   0.8142
9.4791,   8.7438,   -4.9355
8.1627,   3.1791,   -1.0764
5.1910,   9.2019,   -1.4707
5.9724,   5.4860,   -2.3157
7.3415,   6.0746,   0.9835
7.4771,   5.6032,   0.0695
6.4390,   10.7594,   -0.3019
7.6957,   5.7583,   2.9025
8.8978,   7.6539,   5.3982
9.1683,   7.7526,   3.8636
8.2538,   10.5035,   -2.4852
5.9716,   7.0818,   2.9546
7.6110,   14.5717,   1.6528
8.6682,   6.5240,   1.4539
7.4071,   10.1158,   1.9706
5.6619,   6.8124,   5.2362
8.1488,   8.5046,   7.2030
7.2805,   6.2331,   1.1404
7.9519,   8.4279,   5.8712
6.2000,   6.7496,   2.2033
7.7271,   8.6744,   0.1310
0.1364,   10.6658,   4.2013
6.9714,   7.4671,   3.5661
6.4928,   12.1732,   0.2180
7.9745,   9.9079,   1.2534
7.7792,   6.2998,   -0.2190
7.5295,   7.7313,   6.2422
6.5991,   7.3065,   1.7169
5.6701,   10.3166,   -0.6398
6.5246,   9.6308,   7.2300
7.4824,   9.6071,   2.2043
8.6104,   4.9226,   0.5488
4.6432,   7.8940,   0.9337
7.3052,   7.5053,   -1.3916
7.1656,   9.1771,   3.8282
6.8766,   6.1042,   -0.2843
6.7173,   6.1610,   3.5814
6.0451,   12.7331,   0.6914
7.5578,   7.2846,   3.7348
9.7658,   8.0403,   5.1795
6.0211,   10.0632,   -3.0202
8.3945,   8.6273,   7.0487
6.6761,   5.4032,   1.4974
9.2185,   9.5537,   -0.3931
8.8977,   6.8591,   1.2528
10.1246,   7.6256,   -2.1519
7.5823,   9.3181,   8.9876
6.4890,   8.9938,   -2.1457
11.1783,   6.0215,   8.2978
4.4470,   8.2293,   0.6105
11.1825,   7.3318,   4.2216
7.5722,   6.8173,   2.1703
9.7975,   12.9328,   -0.2407
6.8582,   6.0368,   -1.7607
9.5253,   8.7231,   3.8874
4.4963,   5.5285,   0.3521
12.8103,   6.9823,   5.1716
7.4466,   6.1480,   3.1233
6.0377,   10.1191,   6.6844
7.0541,   7.0378,   -1.6601
5.5117,   8.2001,   2.2285
7.8599,   8.8360,   5.0836
6.8391,   9.4779,   3.5855
5.0783,   7.1790,   1.4419
11.0954,   6.4325,   0.4680
12.4808,   9.3954,   -2.5080
3.6722,   5.5591,   7.0536
11.2503,   10.9834,   3.2516
6.0750,   9.8132,   4.3598
8.0234,   9.4350,   -2.6090
10.1229,   6.6923,   -1.4105
9.3690,   12.9429,   -0.8292
10.2847,   5.6422,   1.6602
10.5500,   9.2177,   8.2038
11.5873,   11.0433,   -2.3975
11.5883,   8.2271,   11.1594
5.7801,   5.6940,   1.8185
7.6105,   11.9416,   -0.4116
6.2344,   12.5404,   2.9089
8.3455,   10.7582,   2.5892
9.1268,   8.4519,   1.7540
8.9465,   8.7936,   1.2531
8.5922,   5.7985,   0.5110
8.0355,   5.8114,   0.5057
5.0213,   12.2681,   1.3972
4.1378,   8.7735,   -6.4375
9.9848,   9.4345,   -0.5139
12.7053,   5.2065,   3.3596
10.1074,   3.5741,   -0.9918
7.6364,   2.7328,   -1.8514
9.3793,   8.6824,   1.2718
9.8804,   9.4726,   3.4580
9.9667,   7.2191,   1.1178
10.8408,   11.8455,   -4.5969
4.7651,   7.5716,   3.3092
6.1412,   4.1880,   5.0599
7.1842,   12.0943,   1.9955
7.1341,   10.9809,   3.4647
5.8578,   7.8514,   3.8139
7.6759,   8.7922,   1.1686
6.8923,   6.6742,   7.8748
8.3875,   5.0389,   3.1022
5.4124,   9.0422,   6.0739
6.0244,   1.0277,   0.2449
8.3632,   6.2582,   3.0863
8.3630,   7.3075,   7.2571
8.5252,   9.2368,   0.8705
8.5920,   9.3201,   5.1492
8.4375,   9.0654,   -0.5106
7.3179,   8.9385,   9.4080
6.8345,   8.5491,   -0.6460
5.6334,   7.8279,   -0.4836
9.2841,   8.2651,   2.1035
9.6171,   4.0453,   2.7469
9.7043,   5.7088,   -2.0895
7.2120,   8.5799,   0.2016
4.3471,   10.0681,   0.4766
9.7711,   7.4004,   2.5088
6.4308,   7.8323,   -0.8412
7.5022,   9.1176,   1.0667
9.9150,   11.4545,   5.1392
7.7228,   9.2511,   4.1599
5.7845,   5.7812,   6.4494
4.9820,   8.5628,   0.2637
8.8628,   8.9858,   1.6164
10.8844,   10.3438,   4.0096
9.1915,   7.9774,   0.3819
6.8667,   5.9635,   0.2702
10.9186,   6.5322,   4.8385
8.0459,   8.0041,   3.3453
11.7603,   10.7137,   2.5502
9.6226,   5.0142,   -4.0725
7.5732,   9.7694,   0.8522
6.2025,   11.4904,   -6.3588
8.4912,   8.2793,   0.2520
6.4148,   5.3170,   6.9963
11.4158,   7.7428,   0.4385
7.3376,   11.0046,   3.1629
4.8520,   8.5876,   5.0090
12.4342,   11.4878,   3.2206
7.6331,   7.4038,   -0.5331
9.5645,   8.5140,   5.0403
11.8925,   11.0478,   1.9632
6.8028,   8.5162,   5.5034
5.0671,   7.4581,   -5.7062
7.5322,   9.9199,   4.8193
7.2605,   8.3364,   5.3249
3.7379,   12.0087,   -2.9719
12.3416,   7.8447,   3.8532
5.7269,   9.5371,   6.0508
8.9080,   9.1691,   10.6619
7.1946,   7.5367,   6.1502
6.9971,   10.8613,   4.1309
9.8047,   12.3394,   6.5464
9.6409,   6.7344,   -2.0171
7.0076,   6.3113,   6.3265
6.7290,   9.2722,   5.2003
6.7393,   7.9622,   -7.6741
6.3965,   7.7292,   -2.5571
6.5602,   8.3553,   7.2044
8.8064,   8.9279,   2.8288
9.8632,   6.0933,   8.3820
6.3923,   7.1698,   2.2764
7.9565,   9.3723,   1.6113
6.9508,   7.6840,   2.8171
6.7856,   7.6834,   4.0123
8.7709,   9.2479,   3.3349
7.0293,   11.3723,   3.2624
7.3209,   9.4419,   4.7540
6.1003,   10.5729,   8.5208
8.4444,   5.3584,   1.6674
9.1964,   10.0048,   3.5903
10.1994,   11.0185,   2.1504
8.5488,   6.4422,   3.0774
8.8290,   6.6112,   3.7148
6.9318,   6.4241,   0.3039
5.8579,   8.7892,   1.2891
10.7939,   8.7742,   2.6302
6.6924,   6.2188,   4.3999
4.4175,   7.9893,   4.2288
4.1989,   10.2424,   3.5276
4.3997,   7.4061,   7.7632
11.3263,   8.2742,   0.9267
8.7050,   8.1058,   3.4657
6.8763,   7.7418,   0.9321
6.4405,   8.1549,   -3.3543
6.1183,   6.2564,   3.1252
8.6099,   10.6394,   4.1897
9.4782,   5.8664,   3.4445
8.5272,   6.7230,   0.9783
6.7418,   8.3689,   3.0461
6.4443,   5.4923,   3.1296
9.9381,   9.9743,   2.7854
5.2903,   7.4709,   6.6861
7.5154,   9.6514,   -2.7448
12.4080,   8.1411,   2.0812
3.0129,   7.6009,   0.1015
6.0026,   6.6292,   -0.8057
10.2683,   6.5854,   4.3859
7.4647,   7.2453,   10.5670
6.2667,   9.7660,   2.1027
11.5501,   8.7350,   -3.0260
8.4547,   7.2107,   -3.3731
6.0290,   11.1705,   -2.8951
8.9573,   8.0251,   3.2332
7.6786,   6.5503,   1.2191
7.6820,   8.6286,   0.8444
9.7817,   7.9642,   2.4436
8.5761,   12.6629,   0.8542
9.8737,   5.3160,   -2.8658
7.5794,   5.5811,   -1.7030
6.0750,   6.7241,   0.7651
8.7328,   7.1860,   0.6786
5.7545,   4.2627,   1.3342
9.8830,   7.9342,   2.6789
6.1170,   8.2723,   3.4416
7.3069,   9.4823,   2.7079
5.7457,   7.8366,   -3.8047
4.2975,   5.8189,   1.9435
2.7898,   5.5774,   5.7656
5.8100,   7.0535,   5.1073
8.6379,   8.0369,   0.6328
8.9515,   5.8267,   1.6104
4.1872,   6.4416,   7.1174
11.0234,   7.3374,   5.9134
8.4134,   8.0104,   -4.9927
6.2783,   4.9758,   1.7524
8.1674,   8.8016,   1.5436
9.6109,   6.6638,   2.8603
5.7335,   7.7435,   0.7764
6.0426,   5.8806,   3.4465
8.9124,   7.7655,   3.7408
11.7230,   6.8622,   4.4576
9.5776,   11.7707,   3.8286
8.9189,   9.6658,   2.5039
6.1614,   6.8609,   1.0783
7.5452,   8.2978,   0.9044
6.5265,   8.4981,   -3.6999
6.6596,   11.3910,   2.8030
8.8602,   8.6030,   5.0365
7.5495,   7.4797,   4.6990
9.7796,   8.1328,   -1.6846
6.3829,   6.2283,   2.9126
7.2302,   7.4136,   -1.2487
4.8596,   7.5759,   1.1021
6.6487,   8.9027,   3.4462
8.4822,   9.0941,   6.1227
7.4292,   4.1153,   2.6693
4.8525,   7.0743,   -1.1297
9.3427,   8.5653,   3.3187
7.5097,   7.4390,   5.2987
8.4788,   10.3146,   -2.5820
6.5161,   5.3571,   0.6751
10.7001,   5.1763,   2.1520
8.0181,   8.5579,   5.4755
13.0086,   7.5966,   -1.3112
11.2630,   8.3000,   3.6765
10.1152,   9.0172,   6.3257
4.4041,   7.6847,   2.0945
6.6831,   6.8735,   1.4508
11.8391,   6.8025,   2.0688
8.0471,   7.4804,   -0.2337
8.6837,   10.9001,   6.0963
10.1991,   4.3227,   4.8491
6.2591,   4.2746,   3.2819
9.3042,   11.5189,   5.5013
4.3474,   6.8612,   3.0202
2.3957,   4.5552,   4.9116
8.5028,   3.6502,   2.2428
11.1943,   3.2978,   5.5262
6.5585,   10.3057,   4.1669
5.3638,   8.6790,   1.0162
9.2286,   8.7973,   5.3375
6.2587,   10.6836,   2.6299
6.4106,   9.9020,   1.1840
9.4176,   7.0834,   1.2820
7.2844,   6.6771,   3.3970
5.5047,   9.8102,   4.6584
8.1804,   7.9952,   1.1409
6.1169,   4.7504,   4.6270
4.1697,   10.6566,   0.3232
7.7991,   10.1478,   1.2036
7.7164,   7.4291,   1.7215
8.7393,   9.2007,   7.2947
10.6622,   8.5808,   3.9000
8.3592,   8.4600,   6.6243
7.8790,   6.2238,   1.5535
9.4028,   9.9395,   3.4885
7.6905,   6.5047,   6.4632
11.4428,   9.4833,   4.4591
10.5456,   3.3525,   -2.5606
9.8406,   9.1965,   4.3033
6.9489,   8.7921,   1.8471
7.3823,   10.4041,   6.0548
10.2100,   7.8427,   1.8034
7.7324,   5.2632,   2.4114
8.9867,   8.6694,   0.0180
11.2253,   3.8709,   7.9170
10.3723,   4.4937,   5.7846
10.2678,   7.9600,   -4.5573
8.5052,   8.2248,   2.6736
9.2203,   4.6309,   0.5806
10.7119,   8.4002,   7.1720
9.0799,   8.1681,   1.0761
7.6879,   5.9276,   7.0854
8.4181,   10.3510,   2.8343
10.4337,   7.0398,   0.6570
7.8117,   12.1450,   4.2615
2.9732,   8.0102,   -4.0064
7.3308,   9.3441,   1.9543
9.0315,   9.4794,   3.3060
9.0040,   6.3671,   -1.4114
8.7301,   7.7695,   0.6890
9.5071,   4.6825,   0.0059
2.5886,   9.0642,   2.8492
9.2722,   7.4126,   0.2159
9.6883,   3.7998,   1.0885
10.0255,   9.0009,   5.6783
8.6559,   5.1542,   0.4190
8.2095,   8.6596,   -0.8536
6.9041,   9.4301,   4.4137
10.6596,   9.6946,   5.4388
12.0868,   7.5364,   4.7531
5.6504,   10.7627,   4.5180
6.2026,   7.9873,   2.3261
7.2894,   6.1290,   0.5027
7.1604,   7.3247,   2.6704
10.8221,   5.8411,   0.8763
5.6211,   8.7349,   4.6290
11.9913,   6.3829,   -1.4903
9.5211,   7.9248,   0.2473
5.7530,   9.8465,   0.6093
13.6993,   8.7854,   -0.1079
7.3577,   7.4944,   2.9285
9.0645,   6.9064,   -0.8234
9.6843,   6.9907,   2.2791
6.3049,   8.2267,   0.5178
9.1876,   9.3353,   7.6902
11.1268,   5.5044,   -0.6899
5.5943,   8.0275,   0.8753
10.9930,   11.7050,   0.8816
4.0325,   3.8230,   6.1230
9.6179,   10.2258,   -2.0930
10.1685,   10.5291,   2.6467
5.9177,   9.9011,   4.8563
8.9036,   7.2935,   4.1899
7.7693,   9.2892,   4.8500
5.1028,   8.8913,   4.1963
8.6282,   7.2950,   3.0712
10.4984,   8.8476,   5.7121
9.2886,   7.3420,   7.9915
4.3577,   4.4881,   -1.6212
7.4256,   4.2942,   -1.0357
10.0553,   8.7037,   2.9485
5.3473,   9.7489,   2.7614
5.7757,   6.4222,   5.4825
10.3912,   7.8278,   -2.2556
12.2698,   9.1046,   0.2080
9.4987,   6.9545,   2.2865
9.5400,   7.0759,   5.0578
9.6467,   6.6400,   -0.3463
13.3171,   7.8488,   1.3229
9.5907,   7.5469,   -2.1578
7.5404,   7.1512,   -0.8355
6.4076,   10.1002,   3.8787
11.1571,   3.1624,   1.7092
6.1343,   3.4767,   2.1044
8.5926,   7.9113,   0.3754
9.5886,   8.7237,   -4.6343
7.5882,   10.3156,   2.3323
8.8178,   10.8844,   3.4300
5.1355,   5.7673,   -0.1251
6.3082,   8.4999,   -0.4237
6.4368,   5.8513,   5.9657
9.6201,   7.4592,   7.1678
4.7648,   12.0662,   1.3332
8.9999,   7.3947,   2.0091
7.4436,   8.4476,   1.0490
6.4083,   7.2051,   1.5493
9.0576,   11.7961,   0.3144
7.4830,   5.8874,   2.9296
5.8366,   11.1056,   2.5427
9.4461,   5.7985,   2.4220
7.4522,   5.6492,   1.5613
10.0750,   3.9036,   6.8097
9.1766,   8.5155,   -3.2308
8.5819,   10.2872,   6.5507
4.9420,   7.8499,   0.6882
7.5609,   7.3541,   -2.3338
6.5991,   8.7033,   1.6186
13.2790,   8.5946,   0.1664
4.1670,   8.6254,   1.5458
8.5585,   9.2410,   2.8092
10.5610,   8.0728,   2.7993
9.8805,   9.2244,   1.1387
5.6419,   6.8936,   0.4449
9.5654,   8.1222,   -4.2648
7.5946,   9.2495,   4.3015
8.8780,   7.5630,   0.0842
7.6465,   9.6009,   1.7100
8.7990,   8.5527,   3.4956
2.8030,   8.3737,   2.4458
8.6741,   13.6160,   -1.9273
8.0048,   10.7859,   0.3198
6.1476,   6.0348,   1.3424
9.1782,   6.2305,   4.0047
9.2553,   8.3777,   0.9210
6.1039,   13.2303,   3.1641
8.3205,   8.7377,   1.3670
6.1657,   8.5735,   1.7411
8.5986,   10.9496,   2.3913
6.0870,   4.6347,   -1.7757
7.3132,   10.3381,   1.1637
10.4620,   8.3104,   -0.3173
5.1859,   12.2770,   1.2686
11.8471,   5.6774,   8.0842
5.7884,   8.9836,   3.9583
6.2208,   9.8743,   6.1288
9.0293,   7.7151,   0.6752
6.7355,   5.7429,   6.8799
6.7178,   6.4449,   8.1967
9.8204,   7.3324,   2.6700
7.5958,   9.0599,   0.5717
7.9216,   8.9440,   0.9114
6.3172,   8.0077,   0.9552
5.8649,   10.3002,   -1.9738
7.7806,   6.9218,   1.2565
11.0223,   7.0085,   5.4476
6.0599,   7.5240,   7.5387
9.3837,   9.2287,   3.8908
9.8233,   7.2663,   0.7953
8.7116,   8.4692,   -1.5936
10.9662,   6.7620,   5.0198
7.7317,   11.4988,   1.9574
11.1895,   11.5185,   4.9221
11.2625,   8.1158,   1.2794
8.7126,   9.5587,   0.9481
4.3308,   2.5355,   4.9872
12.6506,   8.2301,   -3.0535
6.8261,   9.2653,   -0.1574
5.6829,   8.8478,   5.2278
9.3664,   10.8446,   2.7486
9.6131,   9.2492,   2.7362
5.7058,   6.1067,   3.0949
7.9703,   8.1010,   3.2561
9.8639,   4.8231,   1.8109
7.7576,   9.7459,   0.7308
6.6300,   6.0323,   -3.7876
8.2824,   8.2721,   -0.4861
7.6650,   9.0125,   1.6413
9.0011,   8.5891,   1.8704
7.6447,   9.3961,   4.5544
4.8920,   10.1585,   -0.7130
9.1671,   3.6751,   4.6037
6.0209,   10.0296,   1.0183
4.3434,   8.4995,   -0.4235
7.9155,   7.5679,   0.7209
6.7038,   7.6712,   3.1840
12.5959,   6.1993,   0.0575
6.6495,   8.3227,   0.1681
9.1772,   9.0597,   1.1471
10.8002,   6.9101,   0.0928
3.8238,   5.0746,   2.3173
7.9515,   7.7531,   1.6846
8.6289,   5.3946,   5.8448
6.2131,   10.6925,   0.2084
5.5633,   11.1650,   -0.4544
7.6895,   9.8105,   3.3999
10.5409,   4.5735,   0.9192
7.8584,   8.7033,   9.5458
7.2569,   11.2312,   2.7031
3.9703,   7.3112,   0.8749
10.5466,   7.7331,   -1.9559
11.8244,   5.3542,   3.2364
7.5165,   6.7887,   1.5492
9.8465,   8.5461,   1.8239
6.8123,   8.4061,   2.0665
6.7988,   8.8382,   2.0592
7.3651,   4.7169,   7.5532
7.1719,   8.5657,   1.3782
8.2905,   9.9658,   -1.1329
10.3183,   10.8879,   0.0118
7.5882,   10.9381,   -0.0141
6.3457,   9.7875,   -6.6887
5.9146,   9.1623,   3.0302
10.3122,   7.7573,   7.6317
4.8116,   6.6364,   6.0863
11.1856,   11.2943,   1.1408
11.4403,   5.5643,   2.0163
6.4171,   9.6335,   1.3579
8.5382,   11.4139,   -0.5611
6.7534,   6.3609,   5.1484
9.4567,   12.6832,   6.2187
7.0336,   8.1920,   -0.5891
8.7907,   10.1162,   1.7337
5.6771,   10.7205,   4.1900
7.8853,   6.4272,   4.4167
10.6396,   8.3970,   1.8608
13.1551,   7.9076,   5.4425
6.2336,   4.5627,   -1.0903
8.7806,   3.6914,   8.9376
5.0481,   7.9352,   -0.6736
5.8389,   7.6435,   -0.3986
7.5756,   8.9245,   1.2780
6.7362,   9.1625,   10.0548
5.6276,   10.3404,   0.3723
6.2991,   8.5625,   3.4674
6.4448,   9.2691,   3.2085
7.0430,   11.3454,   -1.6157
3.9258,   7.4121,   3.2263
10.3001,   11.0394,   0.6232
9.1258,   7.7153,   5.3479
11.4430,   6.5214,   4.8994
8.7982,   10.5405,   1.2778
8.9732,   7.6100,   3.9257
9.3164,   9.9042,   1.8270
6.6263,   9.0878,   0.7376
4.6011,   8.5350,   2.0599
9.9896,   5.9006,   4.1898
6.2344,   8.2250,   0.4220
10.4715,   9.2464,   2.0358
4.8030,   11.9099,   6.3125
9.5903,   9.2297,   4.2425
5.5801,   5.3237,   3.5593
6.9383,   6.9378,   4.9980
6.0886,   5.5913,   3.0994
6.7565,   7.8569,   4.5768
7.8269,   4.4112,   3.7305
9.7438,   6.7579,   3.6717
9.6404,   9.8274,   5.6618
6.9537,   10.6612,   3.9153
6.5964,   5.9293,   -1.0878
8.3191,   6.6067,   1.0765
2.2701,   8.4988,   3.1182
0.6786,   11.2048,   4.5075
0.8999,   9.1184,   -2.8301
1.1409,   7.1624,   1.3028
0.6247,   5.6979,   0.9633
-0.6798,   8.7635,   0.0881
0.4754,   8.6162,   -5.5652
1.9190,   10.2024,   3.3912
-0.6172,   4.8100,   3.9059
1.2195,   5.0760,   3.5234
2.1420,   9.1854,   1.1179
0.4757,   8.9109,   5.8996
-0.3576,   4.7631,   0.0434
1.2524,   8.0360,   6.5501
0.8156,   7.8039,   1.2878
-1.3971,   10.4709,   1.0743
2.0299,   4.7489,   3.1767
0.3032,   4.8636,   3.6173
1.2639,   5.9539,   4.8463
-0.3096,   8.0502,   5.3135
0.7927,   11.0036,   3.7541
1.1019,   7.5073,   0.2348
-0.9065,   10.1511,   3.6459
-0.1813,   7.2567,   3.0591
2.4693,   6.5243,   7.3156
2.4327,   5.7675,   -0.3571
2.0828,   8.1085,   -0.6405
-0.1748,   5.0330,   -2.9909
-0.2426,   11.4866,   5.9590
1.4395,   8.5090,   6.0873
1.5465,   7.9085,   3.6243
1.2690,   8.3882,   1.1676
-0.4002,   6.2463,   6.1939
0.4374,   6.9091,   1.5376
-0.1583,   10.5914,   3.1407
0.2649,   6.3710,   3.5843
1.9850,   7.8175,   0.3556
1.0895,   8.0179,   2.6691
0.4751,   11.5660,   5.5237
-0.1771,   7.8425,   2.6968
1.1336,   8.1701,   -2.3949
1.0061,   9.7426,   4.3323
-0.2902,   7.1433,   1.0572
0.2168,   7.8918,   1.4650
-1.1037,   5.7676,   5.0577
1.3152,   9.0809,   -2.1614
1.4466,   7.3383,   3.2644
-0.2373,   10.5682,   2.2309
2.1120,   10.2364,   -1.3225
1.0203,   9.8879,   1.0728
0.2509,   4.5808,   3.1892
2.0448,   8.3841,   6.4560
1.7074,   6.7689,   6.5445
0.2819,   11.1294,   0.8613
1.4931,   7.8634,   5.8985
1.9376,   9.1594,   1.6927
1.1172,   7.2408,   1.0478
1.4291,   8.7150,   1.8543
0.8885,   7.3914,   5.2301
1.3450,   11.3480,   1.7486
1.3002,   3.3901,   -1.0884
1.2675,   4.0134,   -1.0346
0.4844,   5.3857,   4.8046
0.2246,   7.2422,   8.0223
0.1082,   6.3555,   2.3549
1.5189,   4.5777,   2.3215
0.9306,   9.0184,   4.7098
1.2351,   5.8809,   -0.3656
0.8500,   9.6842,   5.3361
1.0849,   8.8396,   -0.1483
-0.9618,   7.7720,   -0.0855
1.4842,   9.9931,   4.9596
0.3750,   5.3072,   5.2386
0.4327,   5.4088,   -2.5852
1.9347,   6.9893,   -2.7847
0.0820,   9.5593,   3.1483
0.8475,   10.5623,   5.1375
0.4618,   8.5825,   3.6632
1.9904,   9.0027,   -0.4567
0.7987,   9.3453,   -0.0418
1.5975,   7.7008,   2.4230
0.1041,   6.3767,   0.6009
3.0635,   9.7041,   -3.3924
0.6305,   8.4050,   0.2278
-1.7355,   7.9287,   -3.6658
1.0651,   7.5821,   5.7871
1.0237,   11.2582,   -0.4287
0.3175,   8.2483,   1.0054
0.1222,   8.4657,   2.6393
1.1035,   5.8536,   4.2181
-0.3945,   7.2343,   5.6898
1.1347,   9.3339,   -1.5109
1.6919,   8.9600,   -1.9906
1.3253,   5.5900,   5.3510
-0.2388,   6.5497,   3.1484
1.5411,   7.7211,   1.8876
-0.0653,   8.4982,   0.1375
0.7474,   9.8803,   2.4337
1.0508,   10.7866,   4.0081
-0.6219,   4.9345,   8.9071
1.4127,   6.2533,   0.0512
0.7094,   7.3266,   6.2777
0.0331,   7.0356,   -0.6274
0.2429,   10.5678,   -0.4037
1.6478,   7.3676,   3.7184
-0.3717,   4.7388,   7.4048
0.3922,   7.4795,   1.3182
2.6143,   8.9167,   5.5347
2.9484,   6.7463,   4.3669
1.3854,   5.2066,   3.0182
1.1787,   8.6206,   -0.1860
0.8845,   9.8436,   -0.9565
0.6156,   7.7383,   -0.2817
-0.4600,   9.9957,   1.7004
0.4550,   1.2211,   3.7114
1.0709,   8.2136,   -0.7143
-0.3918,   9.0737,   1.3881
-0.2544,   3.3710,   -3.5328
0.9540,   6.5321,   1.5594
2.4800,   10.6965,   3.8582
-0.9088,   7.7798,   7.4362
0.8812,   10.0036,   2.4953
0.9163,   8.1841,   -4.7724
2.5668,   8.0050,   4.1427
0.8646,   7.6287,   2.4282
0.9299,   10.4065,   1.3414
0.0709,   4.3207,   0.0260
1.5491,   10.6151,   1.8118
1.2014,   6.3632,   0.1006
1.5621,   4.4615,   -1.0928
-0.3446,   8.4943,   0.1236
1.5762,   7.1550,   2.7602
1.1231,   10.3076,   1.8206
1.8640,   7.6366,   3.4393
0.7156,   12.1630,   4.6165
1.1658,   7.1538,   5.5279
0.2730,   10.1314,   3.1983
0.9673,   7.8479,   5.8304
-1.0798,   7.7591,   1.2378
